step,epoch,accuracy,rouge1,rougeL,bleu,masked_accuracy,meteor,chrf,fuzzy,len_ratio,bertscore_f1,semantic_similarity,rag_rouge1,rag_rougeL,rag_bleu,rag_meteor,rag_chrf,rag_fuzzy,rag_len_ratio,rag_bertscore_f1,rag_semantic_similarity,train_loss,grad_norm,learning_rate,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second
13442,26.0,0.0408695652173913,0.06983023136284007,0.06983023136284007,0.14268779763951078,0.8080212823275862,0.2136947836011418,0.33880998326821854,0.47082475463967266,1.4263781542507235,0.8701191544532776,0.49654238566027387,0.0010869565217391304,0.0010869565217391304,0.02251610164948038,0.06844281049846242,0.17441111966283093,0.31983439064688374,1.102991008237753,0.8327713012695312,0.35714670439939133,0.9824,2.1689059734344482,1.8981413524341434e-05,0.9933598041534424,7.1257,64.555,8.14
13959,27.0,0.041304347826086954,0.06334782970652536,0.06334782970652536,0.14023762388256897,0.8079876077586207,0.21185730102048117,0.3366937916988631,0.46882579024266563,1.4267698143692287,0.8700418472290039,0.4943883505836129,0.009979296066252587,0.009979296066252587,0.03612555333847514,0.08336149662041646,0.19327469653221954,0.33903366644687893,1.1816195060946573,0.8368552327156067,0.37569356542485566,0.9788,2.981130599975586,1.771950808949604e-05,0.9951019883155823,7.1374,64.449,8.126
14476,28.0,0.036521739130434785,0.061203886693017136,0.061203886693017136,0.13725824325649624,0.8085600754310345,0.211399893017478,0.33464153471476676,0.46661563268500805,1.4250590239906458,0.8687318563461304,0.4904426018881571,0.006583054626532887,0.006583054626532887,0.029499261918899938,0.07850714751907763,0.1890267071651869,0.33162715532991754,1.2011121428209737,0.8365300893783569,0.3666621020833111,0.9698,0.6586794853210449,1.646674356627008e-05,0.9922465085983276,7.1371,64.452,8.127
14993,29.0,0.0391304347826087,0.062478640924293095,0.062478640924293095,0.14116592994950242,0.8088631465517241,0.21355329853998778,0.3364316240192064,0.4687545313601411,1.4329064514777992,0.8695975542068481,0.49308896925988727,0.0025691699604743078,0.0025691699604743078,0.03115264044903107,0.07596088390446265,0.17909659165956887,0.31728125446154315,1.263839830212431,0.8344681262969971,0.36299330779229816,0.9653,0.9932777881622314,1.5228141419433536e-05,0.9956629276275635,7.1138,64.663,8.153
15510,30.0,0.0408695652173913,0.06510017880670055,0.06510017880670055,0.1451587321776796,0.8094019396551724,0.21993387887397942,0.3428815498235504,0.4723742477094011,1.4791357302324022,0.8699730634689331,0.49461874602726946,0.007647058823529411,0.007647058823529411,0.03140044898872844,0.07627828670363103,0.18540968008465275,0.3284097557751685,1.1632878314067518,0.8356495499610901,0.37091260149103145,0.9585,0.7254407405853271,1.400866634660437e-05,0.9896729588508606,7.1409,64.417,8.122
16027,31.0,0.03782608695652174,0.06081098249576511,0.06081098249576511,0.14366777034147094,0.8097723599137931,0.2169082641945528,0.3372490846954619,0.4693702792063742,1.4441789716604343,0.869133710861206,0.49234060983456995,0.00619824016563147,0.00619824016563147,0.028082725034566842,0.07498589242468404,0.18203635407171298,0.3210027388136816,1.1249225719335527,0.8341264724731445,0.3721979189704618,0.9565,1.232872486114502,1.2813206378216494e-05,0.9913976192474365,7.1217,64.592,8.144
16544,32.0,0.03869565217391304,0.061140080933559195,0.061140080933559195,0.14309454512111303,0.810546875,0.21911206000144645,0.33983259288561407,0.4696064996184537,1.4588153655972922,0.8697102069854736,0.4922593186771416,0.010289855072463768,0.010289855072463768,0.032308400219322825,0.07834132647388953,0.1893499288975181,0.33473073341379284,1.2942209456942937,0.837207019329071,0.37397555261647897,0.9486,0.4806804656982422,1.164655328479332e-05,0.9887914061546326,7.1348,64.472,8.129
17061,33.0,0.03608695652173913,0.060498070769809904,0.060498070769809904,0.13753194946393393,0.8105805495689655,0.21316241331804506,0.33638341260406723,0.4670776847360502,1.4745236896525657,0.8690719604492188,0.4910026332347289,0.002898550724637681,0.002898550724637681,0.029658067606612146,0.0748149517569325,0.18341597913992252,0.3226889403577767,1.316681053382124,0.8348742723464966,0.37153298059559386,0.9462,1.2375400066375732,1.0513383370060548e-05,0.9843228459358215,7.1348,64.473,8.129
17578,34.0,0.035217391304347825,0.062328957274609444,0.062328957274609444,0.1410455615444629,0.8111866918103449,0.21445719759421614,0.3349083631127565,0.4671302847144563,1.4345587021945683,0.8694808483123779,0.4904916120239574,0.005942028985507246,0.005942028985507246,0.031105840892149135,0.07729555789998736,0.1869782067158542,0.3294802491288634,1.2312039237389802,0.8357270359992981,0.3703219684286286,0.9464,1.0741631984710693,9.418238726885379e-06,0.9861838221549988,7.1319,64.499,8.132
18095,35.0,0.0391304347826087,0.06417800677583287,0.06417800677583287,0.14382443672845738,0.8114224137931034,0.22048975046560346,0.3416986701276652,0.47045598021657814,1.4889059279169543,0.8698593378067017,0.4922247571469811,0.005434782608695652,0.005434782608695652,0.03043139166262581,0.07903472520432028,0.1913212898529893,0.33381305356348445,1.1093233006891259,0.837348997592926,0.3746665752371368,0.9393,1.542085886001587,8.365509031173975e-06,0.9825329184532166,7.1351,64.47,8.129
18612,36.0,0.0408695652173913,0.06636848296630905,0.06636848296630905,0.14673140745207805,0.8115234375,0.22306155870233263,0.34299753125649607,0.47284655016363547,1.466337860351361,0.8706359267234802,0.4948765337001532,0.0035196687370600416,0.0035196687370600416,0.03008418017759953,0.08240187106841053,0.19138124254589967,0.33392655932025384,1.2095007912112428,0.8373085856437683,0.38022519250035935,0.9377,1.3267669677734375,7.359413946702982e-06,0.9829923510551453,7.1234,64.576,8.142
19129,37.0,0.042608695652173914,0.06563538102988231,0.06563538102988231,0.14771279556510972,0.8113887392241379,0.22152795525478855,0.34132686182326694,0.4725916748720597,1.4420244692085018,0.8709291219711304,0.4958433755426465,0.0026350461133069825,0.0026350461133069825,0.03596435576298026,0.0799348131927725,0.19610245438414262,0.3426046104855368,1.080642631932388,0.8395078778266907,0.3747212612070143,0.9321,0.9385674595832825,6.403986211411763e-06,0.9854766726493835,7.1307,64.509,8.134
19646,38.0,0.041304347826086954,0.06617800677583287,0.06617800677583287,0.145754796621179,0.8118938577586207,0.21867748587464136,0.3383734087187997,0.47009109007308475,1.4427198083445063,0.8705156445503235,0.49244696076271005,0.004347826086956522,0.004347826086956522,0.037215057560248455,0.08458071270363254,0.1890809418062689,0.328630387637055,1.2172390875175878,0.8369484543800354,0.3744917013257256,0.9327,1.9834375381469727,5.503055472950824e-06,0.9839907288551331,7.1159,64.644,8.151
20163,39.0,0.041304347826086954,0.0653529550159985,0.0653529550159985,0.14609257826978175,0.8117591594827587,0.21884424693956578,0.3380038884647621,0.4704964627796645,1.4484569029241179,0.870512068271637,0.49133452251472554,0.006780538302277433,0.006780538302277433,0.028835196538525794,0.07470766763683462,0.18209080864248556,0.32419649803900047,1.2322089708413975,0.8350253105163574,0.37055054707857576,0.9319,1.7872092723846436,4.660232938278435e-06,0.9834995269775391,7.1269,64.544,8.138
20680,40.0,0.04521739130434783,0.06946823828345566,0.06946823828345566,0.14985477676625783,0.8118601831896551,0.22461711944858057,0.34388485121740053,0.4738452583001056,1.4615037397902406,0.871332049369812,0.49654692090723823,0.002536231884057971,0.002536231884057971,0.03754210478976359,0.08277264770395971,0.19225473600484008,0.33365174973936085,1.1762301179622427,0.8374837636947632,0.3724623261039834,0.9302,1.1216084957122803,3.878896898834641e-06,0.9819279909133911,7.1319,64.499,8.132
21197,41.0,0.04826086956521739,0.07389059853190287,0.07389059853190287,0.15124209711204276,0.811590786637931,0.22540020172398173,0.345043505711515,0.47502320062845793,1.4498539131843182,0.8717584609985352,0.49891134169722057,0.00502635046113307,0.00502635046113307,0.03628660436953498,0.081849397933851,0.18933348763195057,0.32985416715435956,1.1427874604619839,0.8362799882888794,0.3781050553018956,0.9255,0.6677584648132324,3.162179189312087e-06,0.9829272031784058,7.1318,64.5,8.133
21714,42.0,0.04565217391304348,0.07064026915113872,0.07064026915113872,0.1489602336410152,0.8117591594827587,0.22306372642592193,0.3426738113050994,0.4730902990817446,1.4641613225630585,0.8711700439453125,0.4955214963023267,0.008256164125729343,0.008256164125729343,0.03636077482436801,0.08323133879564384,0.1925658284592038,0.3334306417360929,1.2587617626339975,0.8365793228149414,0.37340941344104384,0.9268,1.2680948972702026,2.5129526343012424e-06,0.9826615452766418,7.1254,64.557,8.14
22231,43.0,0.04695652173913043,0.0739848014304536,0.0739848014304536,0.1504155830309052,0.8121969288793104,0.2253213964324076,0.34473890245412875,0.47435589734047573,1.4514111905867442,0.8716520667076111,0.4966219077765456,0.001844532279314888,0.001844532279314888,0.02557282396468216,0.06924794183997349,0.1805099667939898,0.326006438874149,1.1942866005516428,0.8346127867698669,0.3617392560183678,0.923,1.5654292106628418,1.9338195331275255e-06,0.9794708490371704,7.1202,64.605,8.146
22748,44.0,0.04521739130434783,0.0714380293619424,0.0714380293619424,0.15074603657122657,0.8119948814655172,0.2253094257346677,0.344293498036964,0.47415409909879996,1.4652374497818936,0.8715082406997681,0.495184608394604,0.003985507246376811,0.003985507246376811,0.02952348535337404,0.07165249683737898,0.18521280667027967,0.3332675427291278,1.147127878835076,0.836185097694397,0.3763144605428628,0.9233,0.6001977920532227,1.4271012290368203e-06,0.9810155630111694,7.1155,64.648,8.151
23265,45.0,0.044782608695652176,0.0714380293619424,0.0714380293619424,0.14995607444351272,0.8122306034482759,0.22414544619811136,0.34315380744228,0.47341225594096487,1.454471643402533,0.8713606595993042,0.4942362668879492,0.009109730848861283,0.009109730848861283,0.037372820944618905,0.08212952664250896,0.19336015059072584,0.33453355265234325,1.063074783744305,0.8367516994476318,0.3785235151000645,0.9228,1.000557541847229,9.94828804539134e-07,0.9803960919380188,7.1375,64.448,8.126
23782,46.0,0.043043478260869565,0.06945581592320722,0.06945581592320722,0.1464627578554354,0.8122306034482759,0.22055459310385128,0.3399208953419743,0.47070934172017537,1.46053539903748,0.8706700205802917,0.4923359224503941,0.002898550724637681,0.002898550724637681,0.024897056791826012,0.06589061192173984,0.1772575061767118,0.31858128791767687,1.2284210284113266,0.8328433036804199,0.36163182764354607,0.923,0.8511611223220825,6.387349402064336e-07,0.9815177321434021,7.124,64.57,8.141
24299,47.0,0.043478260869565216,0.0702384246188594,0.0702384246188594,0.14757722583539135,0.8123316271551724,0.22182947657411065,0.34097183675603643,0.4715296459618215,1.4647850862584144,0.8708958029747009,0.4928596057722588,0.00572463768115942,0.00572463768115942,0.0312633868271453,0.07965511938035975,0.18861433430469493,0.3261397236421941,1.2743603939823676,0.8353862166404724,0.3697478004731238,0.9214,0.9538282155990601,3.602469695570232e-07,0.9813151955604553,7.1238,64.572,8.142
24816,48.0,0.043478260869565216,0.07006451157538114,0.07006451157538114,0.14784943359074473,0.8123653017241379,0.2221907556859335,0.34114170727751497,0.47173790045397285,1.4611439885085584,0.8709477186203003,0.49325128056878303,0.004863433667781494,0.004863433667781494,0.038001501827684546,0.0852364618274439,0.19226753392533202,0.3354888373150051,1.1680221139072617,0.8374074101448059,0.3716095600520139,0.9222,1.1981312036514282,1.6048115786466702e-07,0.9810996651649475,7.1184,64.621,8.148
25333,49.0,0.043478260869565216,0.07006451157538114,0.07006451157538114,0.14781713067790686,0.812432650862069,0.22218133182595903,0.34114411234614184,0.47179408744177814,1.460195097854772,0.8709670901298523,0.4934879474775137,0.0033126293995859213,0.0033126293995859213,0.026603355855361197,0.06905870370431522,0.1793286200164801,0.3243749055045527,1.195973822846418,0.8342571258544922,0.36116569188382963,0.9195,0.8015823364257812,4.023822782469378e-08,0.981066107749939,7.1302,64.514,8.134
25850,50.0,0.04434782608695652,0.07006451157538114,0.07006451157538114,0.14913788840074182,0.8125,0.22344148269270434,0.3423465621455071,0.4728467859651428,1.4593884514917284,0.8712220788002014,0.494126039404503,0.003985507246376812,0.003985507246376812,0.03498149792626632,0.08283070116788459,0.19312886700803467,0.3413136001642405,1.129520417833019,0.8385164737701416,0.37935537278409237,0.9218,0.8028892278671265,1.5001165643013792e-13,0.9810312986373901,7.142,64.408,8.121
