step,epoch,accuracy,rouge1,rougeL,bleu,masked_accuracy,meteor,chrf,fuzzy,len_ratio,bertscore_f1,semantic_similarity,rag_rouge1,rag_rougeL,rag_bleu,rag_meteor,rag_chrf,rag_fuzzy,rag_len_ratio,rag_bertscore_f1,rag_semantic_similarity,train_loss,grad_norm,learning_rate,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second
5160,10.0,0.0,0.0,0.0,0.0035182449612023666,0.6653421336206896,0.03373114398756296,0.08281844828478294,0.2098979413379565,0.2886291682854051,0.8337790369987488,0.32987163437769823,0.009629441001990022,0.009629441001990022,0.03413180551256467,0.08633077687415358,0.1956645915993535,0.33514802332679555,1.3539290177588523,0.8373757004737854,0.3804272641823475,2.5241,6.371732711791992,2.0626974056847705e-05,1.7009166479110718,3.3348,137.64,17.392
5676,11.0,0.0,0.0008714596949891067,0.0008714596949891067,0.004159416202700375,0.6893184267241379,0.03668877609102693,0.08709422612702176,0.21655685559840024,0.2863775668431677,0.8344368934631348,0.33580818380064825,0.014161220043572984,0.014161220043572984,0.04467060221883636,0.09563640040383795,0.2028047819366778,0.3407801625335141,1.3361608212078515,0.8394694328308105,0.3943847500067813,2.3696,1.7453645467758179,1.743051881688284e-05,1.6256153583526611,3.3269,137.966,17.434
6192,12.0,0.0,0.004139433551198257,0.004139433551198257,0.004258243479616826,0.7021372126436782,0.03693078489634081,0.09241344028879724,0.22486178221503364,0.30359962923853756,0.833911657333374,0.3384579055632154,0.011982570806100218,0.011982570806100218,0.039691925390957006,0.09154137783606629,0.19584268088406664,0.3358816412742739,1.2790790285398153,0.8381009697914124,0.38877060846679223,2.2617,5.281550407409668,1.4299852797285856e-05,1.5759661197662354,3.3324,137.737,17.405
6708,13.0,0.0,0.005301379811183732,0.005301379811183732,0.004534658336718211,0.7086925287356322,0.03754615286813552,0.09380728426100308,0.2267388409891428,0.30794667725418745,0.8341814279556274,0.3405621743146208,0.010893246187363835,0.010893246187363835,0.039469988588927946,0.08767511567938353,0.1931616975236801,0.33359374717195484,1.3224612706465342,0.8370252251625061,0.3858183870875238,2.1826,2.4219212532043457,1.1315133843934243e-05,1.5374518632888794,3.3281,137.917,17.427
7224,14.0,0.0,0.008061002178649237,0.008061002178649237,0.0050350303102900396,0.712329382183908,0.03898323858434399,0.0982653956183818,0.2327410721842401,0.3216031582993978,0.8342490792274475,0.34361378577515517,0.010076252723311547,0.010076252723311547,0.0358217317357601,0.08613431507427483,0.1883242049091808,0.32905911982399294,1.2419278691997557,0.8357620239257812,0.3767745588482043,2.1171,1.850548505783081,8.552782961289307e-06,1.5131999254226685,3.3423,137.332,17.354
7740,15.0,0.0,0.01205519244734931,0.01205519244734931,0.006009965837206197,0.7142039331896551,0.040352118816412645,0.10302924133311386,0.24057089642509305,0.34521593775709913,0.8347417712211609,0.34954080834846807,0.008351488743645608,0.008351488743645608,0.030374319601670984,0.07991415901458071,0.18692235407512353,0.3337075112652206,1.2276945003070416,0.838260293006897,0.38274162435551096,2.0848,1.9965717792510986,6.0835276223311246e-06,1.5031696557998657,3.3351,137.628,17.391
8256,16.0,0.0,0.011183732752360202,0.011183732752360202,0.008729031203138986,0.7151355962643678,0.04438808229144863,0.10915299392366004,0.2466262601200817,0.3602059031870994,0.8355211019515991,0.3528251670199509,0.00904977375565611,0.00904977375565611,0.04176045881226268,0.09273931663565874,0.1963778018945926,0.3354824808546088,1.2254342169204013,0.8375542163848877,0.37778148845584825,2.0633,12.221294403076172,3.970590856170242e-06,1.4967001676559448,3.3457,137.19,17.336
8772,17.0,0.0,0.01045751633986928,0.01045751633986928,0.00874135128200304,0.7164938038793104,0.04444111231388332,0.10924615504844327,0.24694534618408406,0.3546720722274628,0.8355388045310974,0.35312140136754266,0.009622367465504721,0.009622367465504721,0.03679836302555782,0.08892127061447382,0.19454602048353062,0.3357596138492047,1.2079631447497854,0.8372717499732971,0.3816503337168486,2.0368,1.9086107015609741,2.2680724800949584e-06,1.488344669342041,3.3223,138.157,17.458
9288,18.0,0.0,0.01205519244734931,0.01205519244734931,0.008970833364700153,0.7169989224137931,0.0446083255863133,0.10962301699128682,0.24740778924649184,0.3589753068071502,0.8355468511581421,0.3530812001010009,0.012345679012345678,0.012345679012345678,0.044211090009204396,0.09973236555531842,0.20660864787060554,0.3418035805356052,1.2899979340874361,0.8404873013496399,0.38934364900690926,2.0248,4.50560998916626,1.0195639231299048e-06,1.4848361015319824,3.3288,137.888,17.424
9804,19.0,0.0,0.012200435729847494,0.012200435729847494,0.0088792101468345,0.7170999461206896,0.04449033567491806,0.10967415661913868,0.2474898475570046,0.3578055769681079,0.8355481028556824,0.35339844138980364,0.009777476713270639,0.009777476713270639,0.03534164946045962,0.09027895001442779,0.1998628919517786,0.3474199449599259,1.3579767852930464,0.8404688239097595,0.3878766561661541,2.0201,1.8635164499282837,2.570321072844784e-07,1.484596610069275,3.3186,138.31,17.477
10320,20.0,0.0,0.012200435729847494,0.012200435729847494,0.008997209913647027,0.7170662715517241,0.04467792506476902,0.10984612107195756,0.24758302123340156,0.35931018114402524,0.8355586528778076,0.3534030710994256,0.011002178649237472,0.01045751633986928,0.04059797933843596,0.09822031109079102,0.20501781651178977,0.34267098079542396,1.2442002115721287,0.8397184014320374,0.38638672752058323,2.0277,3.6891961097717285,9.63693027600243e-13,1.4845898151397705,3.3403,137.414,17.364
